Scene,Day,Order Priority,Day/Night,Name,Profile Image,Dialogue,Normal UI,Alignment,Font Style,Options,Option Number,Talk Again
Elon Duck is in the Office,3,1,Day,Main Duck,2,"Oh, there's Eggwin in the crowd too! I should ask him what's going on.",TRUE,Left,Italics,FALSE,0,FALSE
Elon Duck is in the Office,3,1,Day,Eggwin,3,"Now, now, I understand the excitement, but as your superior I think we should all return to our office and... Main Duck, you're here!",TRUE,Right,Normal,FALSE,0,FALSE
Elon Duck is in the Office,3,1,Day,Main Duck,2,"Morning Eggwin, what's going on here?",TRUE,Left,Normal,FALSE,0,FALSE
Elon Duck is in the Office,3,1,Day,Eggwin,3,"Oh, you must've overheard them, huh? The ducks have been quacking nonstop after hearing a <b>rumor that Elon Duck will be coming into the office today.</b>",TRUE,Right,Normal,FALSE,0,FALSE
Elon Duck is in the Office,3,1,Day,Main Duck,2,Really? That's amazing!,TRUE,Left,Normal,FALSE,0,FALSE
Elon Duck is in the Office,3,1,Day,Main Duck,2,"I can finally meet the one and only Elon Duck, pristine feathers and all!",TRUE,Left,Italics,FALSE,0,FALSE
Elon Duck is in the Office,3,1,Day,Eggwin,3,"Ugh, not you too. Again, it's only a rumor.",TRUE,Right,Normal,FALSE,0,FALSE
Elon Duck is in the Office,3,1,Day,Eggwin,3,"*Whispers* But, between you and me, it's true. <b>Elon Duck is holding a meeting later today,</b> and new employees like you are expected to come.",TRUE,Right,Normal,FALSE,0,FALSE
Elon Duck is in the Office,3,1,Day,Main Duck,2,Me? I-I'm quite honored that Elon Duck wants me but... What is this meeting about?,TRUE,Left,Normal,FALSE,0,FALSE
Elon Duck is in the Office,3,1,Day,Eggwin,3,"I have no clue. He was pretty vague in his email, but I'm confident that it must be about Nestla's thriving future.",TRUE,Right,Normal,FALSE,0,FALSE
Elon Duck is in the Office,3,1,Day,Main Duck,2,Elon Duck is actually coming to the office!,TRUE,Left,Italics,FALSE,0,FALSE
Elon Duck is in the Office,3,1,Day,Main Duck,2,I better <b>leave a good first impression</b> for my boss! Maybe I can buy him a drink before the meeting?,TRUE,Left,Italics,FALSE,0,FALSE
Elon Duck is in the Office,3,1,Day,Eggwin,3,"Don't forget, we'll be having a meeting with Elon Duck today in his office.",TRUE,Right,Normal,FALSE,0,TRUE
Elon Duck is in the Office,3,1,Day,Main Duck,2,How can I forget about that? Every duck in this office is quacking about him.,TRUE,Left,Italics,FALSE,0,TRUE
Elon Duck is in the Office,3,1,Day,Main Duck,2,I should find a way to leave a good first impression on Elon Duck! Maybe I can <b>get his favorite drink from the vending machine?</b>,TRUE,Left,Italics,FALSE,0,TRUE
Selecting a Drink for Elon Duck,3,0,Day,Main Duck,2,"Now, what drink would Elon Duck like?",TRUE,Left,Normal,FALSE,0,FALSE
Drink Choice Confirmation for Elon Duck,3,0,Day,Main Duck,2,Should I pick this one?,TRUE,Left,Normal,FALSE,0,FALSE
Drink Choice Selected for Elon Duck,3,0,Day,Main Duck,2,I'll pick this one then. I hope Elon Duck likes it!,TRUE,Left,Normal,FALSE,0,FALSE
If Main Duck Chose Right Drink (Energy Gooster),3,0,Day,Main Duck,2,Here sir! I bought you a drink from the vending machine before the meeting.,TRUE,Left,Normal,FALSE,0,FALSE
If Main Duck Chose Right Drink (Energy Gooster),3,0,Day,Elon Duck,1,Oh? Is that <b>Energy Gooster?</b> That's my favorite drink from our vending machine! I practically live off of these.,TRUE,Right,Normal,FALSE,0,FALSE
If Main Duck Chose Right Drink (Energy Gooster),3,0,Day,Main Duck,2,"Heh, y-yeah! It's my favorite too.",TRUE,Left,Normal,FALSE,0,FALSE
If Main Duck Chose Right Drink (Energy Gooster),3,0,Day,Elon Duck,1,"Why thank you for going out of your way to get me a drink, Main Duck. I'm ducklighted that there is another Energy Gooster fan out there!",TRUE,Right,Normal,FALSE,0,FALSE
If Main Duck Chose Right Drink (Energy Gooster),3,0,Day,Main Duck,2,"You're welcome, sir!",TRUE,Left,Normal,FALSE,0,FALSE
If Main Duck Chose Right Drink (Energy Gooster),3,0,Day,Main Duck,2,YES! He likes it! That's sure to give me some bonus points. Maybe he'll even write me a recommendation on PeepedIn.,TRUE,Left,Italics,FALSE,0,FALSE
If Main Duck Chose Wrong Drink for Elon Duck,3,0,Day,Main Duck,2,Here sir! I bought you a drink from the vending machine before the meeting.,TRUE,Left,Normal,FALSE,0,FALSE
If Main Duck Chose Wrong Drink for Elon Duck,3,0,Day,Elon Duck,1,Oh? What's this?,TRUE,Right,Normal,FALSE,0,FALSE
If Main Duck Chose Wrong Drink for Elon Duck,3,0,Day,Elon Duck,1,"Ah, I appreciate the gesture, intern, but I'm afraid this isn't my cup of tea. You can have it. I must prepare for the meeting.",TRUE,Right,Normal,FALSE,0,FALSE
If Main Duck Chose Wrong Drink for Elon Duck,3,0,Day,Main Duck,2,"Oh, ok...",TRUE,Left,Normal,FALSE,0,FALSE
If Main Duck Chose Wrong Drink for Elon Duck,3,0,Day,Main Duck,2,HE THINKS I'M AN INTERN?! That's just fowl. Maybe I'll have better luck nest time.,TRUE,Left,Italics,FALSE,0,FALSE
Meeting with Elon Duck,3,2,Day,Elon Duck,1,"Thank you, my fellow ducks, for meeting with me today. I understand here at Nestla that each and every one of you have a tightly packed schedule, so I will make sure this meeting is as short as possible.",TRUE,Right,Normal,FALSE,0,FALSE
Meeting with Elon Duck,3,2,Day,Elon Duck,1,"Firstly, I would like to personally extend my warm welcome to our new employees here at Nestla! My name is none other than <b>Elon Duck</b>, and as you might know, I am this company's founder. I apologize for the rather late introducktions.",TRUE,Right,Normal,FALSE,0,FALSE
Meeting with Elon Duck,3,2,Day,Elon Duck,1,"Introducktions aside, I believe it is necessary to reiterate the importance of collaboration and teamwork here at Nestla. It takes a team of talented ducks like yourselves to continue the improvement of Nestla's famous flying cars.",TRUE,Right,Normal,FALSE,0,FALSE
Meeting with Elon Duck,3,2,Day,Elon Duck,1,"Without such a team that is dedicated to innovation and beak-tiful technological progress for all duck-kind, Nestla would cease to exist!",TRUE,Right,Normal,FALSE,0,FALSE
Meeting with Elon Duck,3,2,Day,Elon Duck,1,"And it is because of this importance of teamwork that I am <b>announcing my plan to hire new recruits in the upcoming days.</b> I hope each and every one of you can extend a lending wing to our new recruits, just like how our dear Eggwin helped Main Duck on their first day.",TRUE,Right,Normal,FALSE,0,FALSE
Meeting with Elon Duck,3,2,Day,Main Duck,2,"Wow, Nestla really is big if Elon Duck is thinking about hiring more employees. I'm going to quickly rise up at Nestla in no time!",TRUE,Left,Italics,FALSE,0,FALSE
Meeting with Elon Duck,3,2,Day,Donald,5,*Mutters* Of course Elon Duck is hiring more recruits. It's not like this is the first time.,TRUE,Right,Normal,FALSE,0,FALSE
Meeting with Elon Duck,3,2,Day,Main Duck,2,"Huh, Donald doesn't seem all that pleased about Elon Duck's announcement.",TRUE,Left,Italics,FALSE,0,FALSE
Meeting with Elon Duck,3,2,Day,Main Duck,2,"Now that I think about it, he was complaining about the constant hiring of ducks when we first met too. But isn't hiring more ducks a good thing?",TRUE,Left,Italics,FALSE,0,FALSE
Meeting with Elon Duck,3,2,Day,Elon Duck,1,"With my announcement out of the way, the meeting is now over. Thank you everyone for attending and remember to look out for future emails regarding upcoming meetings and tasks. Everyone is dismissed.",TRUE,Right,Normal,FALSE,0,FALSE
Meeting with Elon Duck,3,2,Day,Elon Duck,1,That is the end of today's meeting. Thank you everyone for taking the time out of your busy schedules. ,TRUE,Right,Normal,FALSE,0,TRUE
Donald's Retrieval Request,3,0,Day,Donald,5,"Hey, you're not busy, right? Can you help me <b>find my notes?</b>",TRUE,Right,Normal,FALSE,0,FALSE
Donald's Retrieval Request,3,0,Day,Main Duck,2,Notes? What notes?,TRUE,Left,Normal,FALSE,0,FALSE
Donald's Retrieval Request,3,0,Day,Donald,5,"They're my notes for my <b>speech!</b> My speech will finally make a splash on the unassuming pond of Nestla, showing what's hidden under the water. Once the other ducks listen to me, they will finally have their ducks in a row.",TRUE,Right,Normal,FALSE,0,FALSE
Donald's Retrieval Request,3,0,Day,Main Duck,2,I am so lost right now.,TRUE,Left,Italics,FALSE,0,FALSE
Donald's Retrieval Request,3,0,Day,Main Duck,2,"Look, I'm a little busy right now and-",TRUE,Left,Normal,FALSE,0,FALSE
Donald's Retrieval Request,3,0,Day,Donald,5,"I looked at your schedule, you only have one task later in the day. You have time.",TRUE,Right,Normal,FALSE,0,FALSE
Donald's Retrieval Request,3,0,Day,Main Duck,2,What a quacking creep.,TRUE,Left,Italics,FALSE,0,FALSE
Donald's Retrieval Request,3,0,Day,Main Duck,2,"Fine, I'll help you find your notes.",TRUE,Left,Normal,FALSE,0,FALSE
Ask Elon Duck for Retrieval Item,3,0,Day,Main Duck,2,There it is! I can't believe that egg-centric left his notes here in Elon Duck's office.,TRUE,Left,Italics,FALSE,0,FALSE
Ask Elon Duck for Retrieval Item,3,0,Day,Main Duck,2,Wait... is that <b>Elon Duck? Reading the notes?!</b>,TRUE,Left,Italics,FALSE,0,FALSE
Ask Elon Duck for Retrieval Item,3,0,Day,Elon Duck,1,"Ah, if it isn't Main Duck. Did you forget something?",TRUE,Right,Normal,TRUE,0,FALSE
Ask Elon Duck for Retrieval Item_Round1_Option1,3,0,Day,None,0,I need my paycheck.,TRUE,Right,Normal,FALSE,1,FALSE
Ask Elon Duck for Retrieval Item_Round1_Response1,3,0,Day,Elon Duck,1,Hmm? Come again?,TRUE,Right,Normal,FALSE,1,FALSE
Ask Elon Duck for Retrieval Item_Round1_Option2,3,0,Day,None,0,I need your autograph.,TRUE,Right,Normal,FALSE,2,FALSE
Ask Elon Duck for Retrieval Item_Round1_Response2,3,0,Day,Elon Duck,1,Hmm? Come again?,TRUE,Right,Normal,FALSE,2,FALSE
Ask Elon Duck for Retrieval Item_Round1_Option3,3,0,Day,None,0,I need those notes.,TRUE,Right,Normal,FALSE,3,FALSE
Ask Elon Duck for Retrieval Item_Round1_Response3,3,0,Day,Elon Duck,1,Notes? You mean these? Are these yours?,TRUE,Right,Normal,TRUE,3,FALSE
Ask Elon Duck for Retrieval Item_Round1_Option4,3,0,Day,None,0,I need a speech.,TRUE,Right,Normal,FALSE,4,FALSE
Ask Elon Duck for Retrieval Item_Round1_Response4,3,0,Day,Elon Duck,1,Hmm? Come again?,TRUE,Right,Normal,FALSE,4,FALSE
Ask Elon Duck for Retrieval Item_Round2_Option1,3,0,Day,None,0,"Yes, those are mine.",TRUE,Right,Normal,FALSE,1,FALSE
Ask Elon Duck for Retrieval Item_Round2_Response1,3,0,Day,Elon Duck,1,"Now, now, Main Duck. It's not good to lie.",TRUE,Right,Normal,FALSE,1,FALSE
Ask Elon Duck for Retrieval Item_Round2_Option2,3,0,Day,None,0,"No, those are Donald's.",TRUE,Right,Normal,FALSE,2,FALSE
Ask Elon Duck for Retrieval Item_Round2_Response2,3,0,Day,Elon Duck,1,I assumed they were his. And it looks like he asked you to retrieve it for him.,TRUE,Right,Normal,FALSE,2,FALSE
Ask Elon Duck for Retrieval Item_Round2_Response2,3,0,Day,Elon Duck,1,"I must say, it was quite an amusing read.",TRUE,Right,Normal,FALSE,2,FALSE
Ask Elon Duck for Retrieval Item_Round2_Response2,3,0,Day,Main Duck,2,"Heh, you think? He didn't tell me what the notes were about.",TRUE,Left,Normal,FALSE,2,FALSE
Ask Elon Duck for Retrieval Item_Round2_Response2,3,0,Day,Elon Duck,1,"It's the same old horror story of ducks going missing here at Nestla. Ha, what a dramatic duck!",TRUE,Right,Normal,FALSE,2,FALSE
Ask Elon Duck for Retrieval Item_Round2_Response2,3,0,Day,Elon Duck,1,"I mean, come on. Kidnapping? Killings? I think Donald should spend that talent writing books, not spreading propa-gander.",TRUE,Right,Normal,FALSE,2,FALSE
Ask Elon Duck for Retrieval Item_Round2_Response2,3,0,Day,Elon Duck,1,"Do you want to know why ducks are supposedly ""going missing?""",TRUE,Right,Normal,FALSE,2,FALSE
Ask Elon Duck for Retrieval Item_Round2_Response2,3,0,Day,Main Duck,2,"Uh, yes sir! I would like to know.",TRUE,Left,Normal,FALSE,2,FALSE
Ask Elon Duck for Retrieval Item_Round2_Response2,3,0,Day,Elon Duck,1,"Well little duckling, it's because <b>so many ducks are quitting!</b> Isn't that a shame?",TRUE,Right,Normal,FALSE,2,FALSE
Ask Elon Duck for Retrieval Item_Round2_Response2,3,0,Day,Elon Duck,1,"Nestla is a competitive company of innovation, and we are always looking for ducks that fit the bill, ducks that can solve the next generation of challenges.",TRUE,Right,Normal,FALSE,2,FALSE
Ask Elon Duck for Retrieval Item_Round2_Response2,3,0,Day,Elon Duck,1,"Working here is not for the faint of heart, and many have quit before finishing their first week here, complaining about the overwhelming workload.",TRUE,Right,Normal,FALSE,2,FALSE
Ask Elon Duck for Retrieval Item_Round2_Response2,3,0,Day,Elon Duck,1,But I have a waddle of hope for ducks like you Main Duck. I look forward to seeing what you bring here to Nestla.,TRUE,Right,Normal,FALSE,2,FALSE
Ask Elon Duck for Retrieval Item_Round2_Response2,3,0,Day,Main Duck,2,"Wow, Elon Duck actually has his wing around me!",TRUE,Left,Italics,FALSE,2,FALSE
Ask Elon Duck for Retrieval Item_Round2_Response2,3,0,Day,Elon Duck,1,"Now, I've kept you up long enough. You best return these to Donald. I'll be in my office if you need anything.",TRUE,Right,Normal,FALSE,2,FALSE
Ask Elon Duck for Retrieval Item_Round2_Option3,3,0,Day,None,0,"No, those are Duckette's.",TRUE,Right,Normal,FALSE,3,FALSE
Ask Elon Duck for Retrieval Item_Round2_Response3,3,0,Day,Elon Duck,1,"Now, now, Main Duck. It's not good to lie.",TRUE,Right,Normal,FALSE,3,FALSE
Ask Elon Duck for Retrieval Item_Round2_Option4,3,0,Day,None,0,"No, those are Eggwin's.",TRUE,Right,Normal,FALSE,4,FALSE
Ask Elon Duck for Retrieval Item_Round2_Response4,3,0,Day,Elon Duck,1,"Now, now, Main Duck. It's not good to lie.",TRUE,Right,Normal,FALSE,4,FALSE
Give Requested Item to Donald,3,0,Day,Donald,5,You found my notes!,TRUE,Right,Normal,FALSE,0,FALSE
Give Requested Item to Donald,3,0,Day,Main Duck,2,"Yup, they were in Elon Duck's office.",TRUE,Left,Normal,FALSE,0,FALSE
Give Requested Item to Donald,3,0,Day,Main Duck,2,I probably shouldn't tell him about my encounter with Elon Duck.,TRUE,Left,Italics,FALSE,0,FALSE
Give Requested Item to Donald,3,0,Day,Donald,5,"Hmm, I must have accidentally left them after our meeting.",TRUE,Right,Normal,FALSE,0,FALSE
Give Requested Item to Donald,3,0,Day,Donald,5,"But now with my notes, I can finally give my speech! You best attend Main Duck.",TRUE,Right,Normal,FALSE,0,FALSE
Give Requested Item to Donald,3,0,Day,Main Duck,2,...I don't think I even have a choice.,TRUE,Left,Italics,FALSE,0,FALSE
Donald's Speech,3,3,Day,Donald,5,Fellow ducks! Your attention please!,TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Main Duck,2,...,TRUE,Left,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Donald,5,Ahem! <b>Your attention!</b>,TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Donald,5,...,TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Main Duck,2,...,TRUE,Left,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Main Duck,2,No one gives a quack. Even Duckette is scrolling on her phone.,TRUE,Left,Italics,FALSE,0,FALSE
Donald's Speech,3,3,Day,Eggwin,3,"*Sigh* Donald, is there a problem with the current production of Nestla's Model G?",TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Donald,5,The better question is whether there is a problem with Nestla itself.,TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Eggwin,3,"Donald, if this is another one of your <b>crazy theories</b>, I suggest-",TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Donald,5,"A theory that has just been proven! And I have the notes all here as proof, which I diligently wrote during our meeting!",TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Donald,5,"Ducks! All of you are aware that Elon Duck has asked a few of us, including me, to attend a meeting. But I'm sure most of you are pondering about what the meeting was even about.",TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Donald,5,"No, it was not about the new Model G, but about his plan to recruit new ducks. And it does not take a ducktective to note how he has been consistently hiring more and more ducks. But why?",TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Donald,5,"Well, it is because <b>our fellow ducks keep disappearing one by one!</b> Have you ever wondered what happened to Webster? Quackie? Ducktilda?",TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Donald,5,"One day, they were working right alongside us. The next day... Poof. Gone. Not even a feather remained.",TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Eggwin,3,They likely quit and didn't bother sending in their resignation.,TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Donald,5,"Oh, but that's what they want you to think. But how do you eggs-plain how sudden it was? Did the missing ducks simply leave or was there fowl play involved?",TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Eggwin,3,Their desks were empty the next day. They likely packed their things and moved on with their lives.,TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Donald,5,"Again, the evidence was merely thrown away to cover up the true reason behind the disappearances...",TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Donald,5,...Our fellow ducks were <b>duck-napped! Killed!</b> Why else would they disappear so suddenly without a word?,TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Donald,5,And who is behind this? Our boss! <b>Elon Duck!</b> He's not hiring ducks for the betterment of the company but to cover up the disappearances. He's up to something... and after several years of working here I can say that I am closer to the truth!,TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Sybill,8,Isn't that a stretch?,TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Fluffy,10,"That's, like, one hundred percent NOT proven.",TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Billy,9,"Elon Duck wouldn't do that. Look at how many ducks and other birds he has helped with his amazing inventions! Without my Nestla Model D, I'd be a sitting duck. Literally.",TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Main Duck,2,"Huh, Elon Duck really was right. Donald's speech is practically duckspeak while Eggwin's rebuttals make more sense.",TRUE,Left,Italics,FALSE,0,FALSE
Donald's Speech,3,3,Day,Donald,5,But-,TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Eggwin,3,"Alright everyone, now that that's out of the way, <b>please return to work.</b>",TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Eggwin,3,"I suggest you do that too, Donald.",TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Donald,5,*Mutters* Don't say I didn't warn you.,TRUE,Right,Normal,FALSE,0,FALSE
Donald's Speech,3,3,Day,Donald,5,No one ever quacking listens.,TRUE,Right,Normal,FALSE,0,TRUE
Donald's Speech,3,3,Day,Donald,5,"Just you wait. One day, everyone will know that I was right.",TRUE,Right,Normal,FALSE,0,TRUE
Before Nestla Prototype Testing,3,0,Day,Eggwin,3,Hello Main Duck. Are you ready for your next task?,TRUE,Right,Normal,FALSE,0,FALSE
Before Nestla Prototype Testing,3,0,Day,Main Duck,2,Quack! I'm ready!,TRUE,Left,Normal,FALSE,0,FALSE
Before Nestla Prototype Testing,3,0,Day,Eggwin,3,"Great, you'll be tasked with <b>training the autopilot AI for the new Model G Flying Car.</b> We've already uploaded the proper models and data into VR.",TRUE,Right,Normal,FALSE,0,FALSE
Before Nestla Prototype Testing,3,0,Day,Eggwin,3,All you have to do is <b>drive and avoid the obstacles.</b>,TRUE,Right,Normal,FALSE,0,FALSE
Before Nestla Prototype Testing,3,0,Day,Eggwin,3,"If you have no further quacktions, I'll start up the simulation now.",TRUE,Right,Normal,FALSE,0,FALSE
